# Program:featureCounts v2.0.6; Command:"featureCounts" "-Q" "20" "-s" "2" "-p" "-a" "/storage/projects/QUO1015788/ref/REF_cds.gtf" "-T" "5" "-F" "SAF" "-o" "/storage/projects/QUO1015788/2630_A/2630_A_cds" "/storage/projects/QUO1015788/2630_A/2630_A.sam" 
Geneid	Chr	Start	End	Strand	Length	/storage/projects/QUO1015788/2630_A/2630_A.sam
PFLU_5531	OV986001.1	6052298	6052769	-	472	19362
PFLU_5532	OV986001.1	6052887	6053259	-	373	7405
PFLU_5533	OV986001.1	6053475	6057675	-	4201	43083
PFLU_5534	OV986001.1	6057739	6061813	-	4075	57890
PFLU_5535	OV986001.1	6062032	6062398	-	367	7953
PFLU_5536	OV986001.1	6062476	6062977	-	502	77030
PFLU_5537	OV986001.1	6063176	6063872	-	697	9950
PFLU_5538	OV986001.1	6063871	6064303	-	433	9362
PFLU_5539	OV986001.1	6064420	6064954	-	535	2566
PFLU_5540	OV986001.1	6064963	6065332	-	370	2933
PFLU_5541	OV986001.1	6066041	6066488	-	448	226
PFLU_5542	OV986001.1	6066495	6067245	-	751	384
PFLU_5543	OV986001.1	6067234	6068194	-	961	277
PFLU_5544	OV986001.1	6074128	6075328	-	1201	1509
PFLU_5545	OV986001.1	6075536	6076955	+	1420	3633
PFLU_5546	OV986001.1	6076958	6078050	+	1093	1725
PFLU_5547	OV986001.1	6078126	6078477	-	352	561
PFLU_5548	OV986001.1	6078642	6079677	-	1036	1437
PFLU_5549	OV986001.1	6079813	6080242	+	430	590
PFLU_5550	OV986001.1	6080266	6081229	+	964	1839
PFLU_5551	OV986001.1	6081297	6082260	+	964	1865
PFLU_5552	OV986001.1	6082323	6083112	+	790	1040
PFLU_5553	OV986001.1	6083158	6083497	+	340	4934
PFLU_5554	OV986001.1	6083614	6084262	+	649	1316
PFLU_5555	OV986001.1	6084334	6084757	-	424	266
PFLU_5556	OV986001.1	6085004	6085649	+	646	31
PFLU_5557	OV986001.1	6085645	6086341	-	697	321
PFLU_5558	OV986001.1	6086502	6087339	-	838	1254
PFLU_5559	OV986001.1	6087335	6088385	-	1051	961
PFLU_5560	OV986001.1	6088394	6088988	-	595	558
PFLU_5561	OV986001.1	6088998	6090480	-	1483	3343
PFLU_5562	OV986001.1	6090550	6091369	-	820	1426
PFLU_5563	OV986001.1	6091365	6092040	-	676	1208
PFLU_5564	OV986001.1	6092124	6093273	-	1150	201
PFLU_5565	OV986001.1	6093490	6094315	-	826	74
PFLU_5566	OV986001.1	6094327	6095575	-	1249	316
PFLU_5567	OV986001.1	6095780	6096821	-	1042	159
PFLU_5568	OV986001.1	6096864	6097977	-	1114	150
PFLU_5569	OV986001.1	6098191	6098821	-	631	84
PFLU_5570	OV986001.1	6098839	6100834	-	1996	435
PFLU_5571	OV986001.1	6100911	6101886	+	976	534
PFLU_5572	OV986001.1	6101968	6102736	-	769	210
PFLU_5573	OV986001.1	6102737	6103412	-	676	671
PFLU_5574	OV986001.1	6103408	6104434	-	1027	913
PFLU_5575	OV986001.1	6104564	6107375	+	2812	23426
PFLU_5576	OV986001.1	6107355	6108690	+	1336	13814
PFLU_5577	OV986001.1	6108686	6109676	+	991	2449
PFLU_5578	OV986001.1	6109672	6110485	+	814	994
PFLU_5579	OV986001.1	6110591	6110972	+	382	387
PFLU_5580	OV986001.1	6110971	6111823	+	853	3960
PFLU_5581	OV986001.1	6111832	6112162	+	331	740
PFLU_5582	OV986001.1	6112446	6114369	+	1924	8024
PFLU_5583	OV986001.1	6114482	6115754	+	1273	1409
PFLU_5584	OV986001.1	6115750	6117316	+	1567	4865
PFLU_5585	OV986001.1	6117379	6118609	+	1231	397
PFLU_5586	OV986001.1	6118664	6119183	-	520	165
PFLU_5587	OV986001.1	6119173	6119527	-	355	83
PFLU_5588	OV986001.1	6119601	6120171	+	571	744
PFLU_5589	OV986001.1	6120204	6121230	-	1027	673
PFLU_5590	OV986001.1	6121339	6121732	-	394	11
PFLU_5591	OV986001.1	6122089	6124060	+	1972	1878
PFLU_5592	OV986001.1	6124127	6125978	+	1852	28092
PFLU_5593	OV986001.1	6126099	6129843	+	3745	357
PFLU_5594	OV986001.1	6129985	6130468	+	484	35
PFLU_5595	OV986001.1	6130614	6132318	+	1705	6277
PFLU_5596	OV986001.1	6132328	6133123	+	796	3727
PFLU_5597	OV986001.1	6133152	6135516	+	2365	1700
PFLU_5598	OV986001.1	6135675	6135750	+	76	133
PFLU_5599	OV986001.1	6135816	6136728	+	913	1181
PFLU_5600	OV986001.1	6136739	6137492	+	754	1930
PFLU_5601	OV986001.1	6137488	6137764	+	277	63
PFLU_5602	OV986001.1	6137756	6138887	+	1132	505
PFLU_5603	OV986001.1	6138892	6139051	-	160	102
PFLU_5604	OV986001.1	6139236	6140505	-	1270	878
PFLU_5605	OV986001.1	6140714	6141614	+	901	73
PFLU_5606	OV986001.1	6141840	6143619	-	1780	3016
PFLU_5607	OV986001.1	6143742	6145512	-	1771	159
PFLU_5608	OV986001.1	6145602	6146913	-	1312	18
PFLU_5609	OV986001.1	6147099	6148905	-	1807	833
PFLU_5610	OV986001.1	6149237	6149519	-	283	944
PFLU_5611	OV986001.1	6149625	6150306	-	682	114
PFLU_5612	OV986001.1	6150302	6151115	-	814	39
PFLU_5613	OV986001.1	6151107	6151839	-	733	28
PFLU_5614	OV986001.1	6151831	6153013	-	1183	62
PFLU_5615	OV986001.1	6153189	6154245	-	1057	184
PFLU_5616	OV986001.1	6154337	6155075	+	739	60
PFLU_5617	OV986001.1	6155133	6155898	+	766	79
PFLU_5618	OV986001.1	6155977	6157876	+	1900	105
PFLU_5619	OV986001.1	6158061	6159036	+	976	245
PFLU_5621	OV986001.1	6159207	6160092	+	886	182
PFLU_5622	OV986001.1	6160315	6160828	-	514	324
PFLU_5623	OV986001.1	6161094	6163272	+	2179	5958
PFLU_5624	OV986001.1	6163432	6163825	-	394	53
PFLU_5625	OV986001.1	6164125	6166060	+	1936	1623
PFLU_5626	OV986001.1	6166056	6166764	+	709	67
PFLU_5627	OV986001.1	6167020	6167539	+	520	56
PFLU_5628	OV986001.1	6167541	6168504	+	964	38
PFLU_5629	OV986001.1	6168660	6171090	+	2431	48
PFLU_5630	OV986001.1	6171153	6172257	+	1105	12
PFLU_5631	OV986001.1	6172253	6172430	+	178	0
PFLU_5632	OV986001.1	6172563	6173553	+	991	13
PFLU_5633	OV986001.1	6173602	6174364	+	763	6
PFLU_5634	OV986001.1	6174473	6175193	+	721	8
PFLU_5635	OV986001.1	6175189	6175900	+	712	5
PFLU_5636	OV986001.1	6175939	6176728	+	790	9
PFLU_5637	OV986001.1	6176805	6177438	+	634	505
PFLU_5638	OV986001.1	6177567	6178182	+	616	452
PFLU_5639	OV986001.1	6178436	6179810	-	1375	37
PFLU_5640	OV986001.1	6179861	6181301	-	1441	425
PFLU_5641	OV986001.1	6181300	6181969	-	670	329
PFLU_5642	OV986001.1	6181978	6182479	-	502	278
PFLU_5643	OV986001.1	6182652	6183540	+	889	683
PFLU_5644	OV986001.1	6183536	6184109	-	574	136
PFLU_5645	OV986001.1	6184215	6184704	+	490	31
PFLU_5646	OV986001.1	6184830	6186030	-	1201	139
PFLU_5647	OV986001.1	6186231	6187089	-	859	189
PFLU_5648	OV986001.1	6187099	6187732	-	634	35
PFLU_5649	OV986001.1	6187856	6190874	-	3019	428
PFLU_5650	OV986001.1	6190870	6191173	-	304	41
PFLU_5651	OV986001.1	6191188	6192439	-	1252	99
PFLU_5652	OV986001.1	6192461	6193715	-	1255	142
PFLU_5653	OV986001.1	6193951	6194662	-	712	49
PFLU_5654	OV986001.1	6194770	6195811	+	1042	1859
PFLU_5656	OV986001.1	6196299	6198117	-	1819	172
PFLU_5657	OV986001.1	6198387	6199839	+	1453	89
PFLU_5658	OV986001.1	6199835	6200651	+	817	67
PFLU_5659	OV986001.1	6200654	6201755	-	1102	104
PFLU_5660	OV986001.1	6202035	6203331	+	1297	400
PFLU_5661	OV986001.1	6204254	6205025	-	772	28
PFLU_5662	OV986001.1	6205035	6206256	-	1222	39
PFLU_5663	OV986001.1	6206255	6208214	-	1960	87
PFLU_5664	OV986001.1	6208385	6210446	-	2062	214
PFLU_5665	OV986001.1	6210461	6210992	-	532	16
PFLU_5666	OV986001.1	6211061	6212039	-	979	179
PFLU_5667	OV986001.1	6212258	6212660	+	403	583
PFLU_5668	OV986001.1	6212663	6213902	-	1240	549
PFLU_5669	OV986001.1	6213898	6214195	-	298	269
PFLU_5670	OV986001.1	6214412	6214829	+	418	87
PFLU_5671	OV986001.1	6214952	6216131	-	1180	376
PFLU_5672	OV986001.1	6216199	6217144	-	946	182
PFLU_5673	OV986001.1	6217337	6218282	+	946	22
PFLU_5674	OV986001.1	6218369	6219257	+	889	11
PFLU_5675	OV986001.1	6219322	6220288	+	967	43
PFLU_5676	OV986001.1	6220301	6220802	+	502	10
PFLU_5677	OV986001.1	6221026	6221290	+	265	36
PFLU_5678	OV986001.1	6221385	6222489	-	1105	632
PFLU_5679	OV986001.1	6223020	6224397	-	1378	43
PFLU_5680	OV986001.1	6224813	6225761	+	949	433
PFLU_5681	OV986001.1	6225829	6226675	+	847	286
PFLU_5682	OV986001.1	6226671	6227850	+	1180	350
PFLU_5683	OV986001.1	6228038	6230030	-	1993	61
PFLU_5684	OV986001.1	6230362	6230956	+	595	1179
PFLU_5685	OV986001.1	6231066	6232539	+	1474	1401
PFLU_5686	OV986001.1	6232681	6234385	+	1705	2100
PFLU_5687	OV986001.1	6234576	6236019	+	1444	1144
PFLU_5688	OV986001.1	6236018	6237335	+	1318	1297
PFLU_5689	OV986001.1	6237559	6238450	+	892	672
PFLU_5690	OV986001.1	6238486	6239914	+	1429	782
PFLU_5691	OV986001.1	6239996	6241382	+	1387	620
PFLU_5692	OV986001.1	6241580	6242759	+	1180	298
PFLU_5693	OV986001.1	6242985	6245169	+	2185	491
PFLU_5694	OV986001.1	6245274	6246012	-	739	184
PFLU_5695	OV986001.1	6246213	6246666	+	454	140
PFLU_5696	OV986001.1	6246770	6247067	-	298	10
PFLU_5697	OV986001.1	6247086	6247587	-	502	105
PFLU_5698	OV986001.1	6247630	6249736	-	2107	926
PFLU_5699	OV986001.1	6249986	6250709	-	724	18
PFLU_5700	OV986001.1	6250775	6251213	-	439	18
PFLU_5701	OV986001.1	6251506	6252571	-	1066	2508
PFLU_5702	OV986001.1	6252851	6253184	-	334	495
PFLU_5704	OV986001.1	6253245	6253497	-	253	584
PFLU_5705	OV986001.1	6253502	6254666	-	1165	1569
PFLU_5706	OV986001.1	6254683	6255739	-	1057	1044
PFLU_5707	OV986001.1	6255877	6257875	-	1999	8019
PFLU_5708	OV986001.1	6258134	6259130	+	997	3733
PFLU_5709	OV986001.1	6259149	6260340	+	1192	4386
PFLU_5710	OV986001.1	6260496	6260913	+	418	74
PFLU_5711	OV986001.1	6261008	6262673	+	1666	385
PFLU_5712	OV986001.1	6262715	6263111	+	397	650
PFLU_5713	OV986001.1	6263117	6263567	-	451	167
PFLU_5714	OV986001.1	6263696	6264881	+	1186	3378
PFLU_5715	OV986001.1	6265111	6265501	-	391	699
PFLU_5716	OV986001.1	6265703	6266963	+	1261	267
PFLU_5717	OV986001.1	6266956	6267844	-	889	197
PFLU_5718	OV986001.1	6267915	6269847	-	1933	362
PFLU_5719	OV986001.1	6269944	6270349	-	406	426
PFLU_5720	OV986001.1	6270675	6272085	+	1411	35603
PFLU_5721	OV986001.1	6272271	6273117	+	847	5394
PFLU_5722	OV986001.1	6273195	6274278	+	1084	670
PFLU_5723	OV986001.1	6274341	6275133	+	793	814
PFLU_5724	OV986001.1	6275354	6277241	+	1888	8345
PFLU_5725	OV986001.1	6277442	6278021	-	580	4870
PFLU_5726	OV986001.1	6278053	6278605	-	553	646
PFLU_5727	OV986001.1	6278878	6280285	+	1408	2706
PFLU_5728	OV986001.1	6280336	6281056	+	721	3676
PFLU_5729	OV986001.1	6281086	6281989	-	904	72
PFLU_5730	OV986001.1	6282013	6282364	-	352	20
PFLU_5731	OV986001.1	6282374	6283598	-	1225	29
PFLU_5732	OV986001.1	6283706	6284609	+	904	89
PFLU_5733	OV986001.1	6284648	6285266	-	619	67
PFLU_5734	OV986001.1	6285410	6286331	+	922	1082
PFLU_5735	OV986001.1	6286453	6287218	-	766	10
PFLU_5736	OV986001.1	6287219	6287624	-	406	31
PFLU_5737	OV986001.1	6287691	6288591	-	901	74
PFLU_5738	OV986001.1	6288587	6289181	-	595	16
PFLU_5739	OV986001.1	6289177	6289948	-	772	64
PFLU_5740	OV986001.1	6289944	6290787	-	844	40
PFLU_5741	OV986001.1	6290779	6291079	-	301	42
PFLU_5742	OV986001.1	6291078	6291912	-	835	39
PFLU_5743	OV986001.1	6291912	6293583	-	1672	149
PFLU_5744	OV986001.1	6293811	6297291	+	3481	856
PFLU_5747	OV986001.1	6298280	6298736	-	457	332
PFLU_5748	OV986001.1	6298728	6304548	-	5821	2870
PFLU_5749	OV986001.1	6304653	6306705	-	2053	885
PFLU_5750	OV986001.1	6306701	6307226	-	526	219
PFLU_5751	OV986001.1	6307238	6307604	-	367	739
PFLU_5752	OV986001.1	6307650	6308058	-	409	1145
PFLU_5753	OV986001.1	6308297	6309251	+	955	1609
PFLU_5754	OV986001.1	6309328	6310234	+	907	252
PFLU_5755	OV986001.1	6310416	6310986	+	571	534
PFLU_5756	OV986001.1	6310985	6311423	+	439	241
PFLU_5757	OV986001.1	6311496	6312003	+	508	353
PFLU_5758	OV986001.1	6312027	6313032	+	1006	1704
PFLU_5759	OV986001.1	6313028	6314300	+	1273	1077
PFLU_5760	OV986001.1	6314385	6314814	-	430	1083
PFLU_5761	OV986001.1	6315064	6315700	+	637	2147
PFLU_5762	OV986001.1	6315892	6316927	-	1036	87
PFLU_5763	OV986001.1	6316984	6317671	+	688	334
PFLU_5764	OV986001.1	6317704	6318523	+	820	1067
PFLU_5765	OV986001.1	6318532	6319123	+	592	1020
PFLU_5766	OV986001.1	6319258	6320398	+	1141	1575
PFLU_5767	OV986001.1	6320405	6321026	+	622	3247
PFLU_5768	OV986001.1	6321047	6321482	+	436	730
PFLU_5769	OV986001.1	6321481	6322075	+	595	527
PFLU_5770	OV986001.1	6322134	6323274	+	1141	878
PFLU_5771	OV986001.1	6323291	6323615	+	325	624
PFLU_5772	OV986001.1	6323757	6324483	-	727	735
PFLU_5773	OV986001.1	6324492	6325287	-	796	998
PFLU_5774	OV986001.1	6325339	6325540	-	202	110
PFLU_5775	OV986001.1	6325611	6325989	-	379	312
PFLU_5776	OV986001.1	6326063	6326786	+	724	449
PFLU_5777	OV986001.1	6326914	6327769	-	856	10619
PFLU_5778	OV986001.1	6327898	6328924	-	1027	1312
PFLU_5779	OV986001.1	6328920	6329592	-	673	911
PFLU_5780	OV986001.1	6329588	6330998	-	1411	1206
PFLU_5782	OV986001.1	6331335	6332691	+	1357	755
PFLU_5783	OV986001.1	6332683	6334174	+	1492	1870
PFLU_5784	OV986001.1	6334173	6334791	+	619	294
PFLU_5785	OV986001.1	6334970	6335963	+	994	230
PFLU_5786	OV986001.1	6335949	6336804	-	856	730
PFLU_5787	OV986001.1	6336837	6337509	-	673	599
PFLU_5788	OV986001.1	6337655	6339083	+	1429	897
PFLU_5789	OV986001.1	6339111	6339657	+	547	61
PFLU_5790	OV986001.1	6339739	6341335	+	1597	66
PFLU_5791	OV986001.1	6341438	6341918	+	481	615
PFLU_5792	OV986001.1	6342190	6342442	+	253	561
PFLU_5793	OV986001.1	6342543	6343356	-	814	786
PFLU_5794	OV986001.1	6343377	6344244	-	868	955
PFLU_5795	OV986001.1	6344484	6345681	+	1198	448
PFLU_5796	OV986001.1	6345806	6346997	+	1192	134
PFLU_5797	OV986001.1	6347237	6349079	+	1843	2903
PFLU_5798	OV986001.1	6349174	6351622	-	2449	37
PFLU_5799	OV986001.1	6351753	6352701	-	949	71
PFLU_5800	OV986001.1	6352697	6353231	-	535	9
PFLU_5801	OV986001.1	6353444	6354503	-	1060	347
PFLU_5802	OV986001.1	6354745	6356137	+	1393	286
PFLU_5803	OV986001.1	6356198	6356744	-	547	704
PFLU_5804	OV986001.1	6356813	6358193	+	1381	168
PFLU_5805	OV986001.1	6358185	6359544	+	1360	184
PFLU_5806	OV986001.1	6359553	6360117	-	565	94
PFLU_5807	OV986001.1	6360258	6360810	-	553	21
PFLU_5808	OV986001.1	6360809	6361943	-	1135	79
PFLU_5809	OV986001.1	6362068	6363091	-	1024	28
PFLU_5810	OV986001.1	6363109	6364825	-	1717	12
PFLU_5811	OV986001.1	6364817	6365882	-	1066	6
PFLU_5812	OV986001.1	6366105	6366969	-	865	215
PFLU_5813	OV986001.1	6366985	6369238	-	2254	422
PFLU_5814	OV986001.1	6369323	6369764	+	442	98
PFLU_5815	OV986001.1	6369892	6370726	-	835	748
PFLU_5816	OV986001.1	6370777	6371590	-	814	532
PFLU_5817	OV986001.1	6371667	6372450	-	784	294
PFLU_5818	OV986001.1	6372571	6373318	+	748	293
PFLU_5819	OV986001.1	6373593	6375873	-	2281	7386
PFLU_5820	OV986001.1	6375895	6376375	-	481	988
PFLU_5821	OV986001.1	6376518	6377175	+	658	365
PFLU_5822	OV986001.1	6377277	6377691	-	415	460
PFLU_5823	OV986001.1	6377731	6379246	-	1516	1304
PFLU_5824	OV986001.1	6379382	6380054	+	673	206
PFLU_5825	OV986001.1	6380081	6380996	-	916	140
PFLU_5826	OV986001.1	6381116	6382043	-	928	86
PFLU_5827	OV986001.1	6382291	6382957	-	667	804
PFLU_5828	OV986001.1	6382978	6384373	-	1396	2690
PFLU_5829	OV986001.1	6384577	6385807	+	1231	3935
PFLU_5830	OV986001.1	6385871	6386312	-	442	511
PFLU_5831	OV986001.1	6386441	6386942	+	502	238
PFLU_5832	OV986001.1	6387051	6388200	+	1150	43
PFLU_5833	OV986001.1	6388326	6388821	-	496	42
PFLU_5834	OV986001.1	6388823	6389465	-	643	166
PFLU_5835	OV986001.1	6389587	6390340	+	754	589
PFLU_5836	OV986001.1	6390386	6391328	-	943	353
PFLU_5837	OV986001.1	6391427	6392003	+	577	258
PFLU_5838	OV986001.1	6392033	6394388	+	2356	534
PFLU_5839	OV986001.1	6394437	6395403	-	967	85
PFLU_5839A	OV986001.1	6395612	6396254	+	643	10
PFLU_5841	OV986001.1	6396519	6397404	-	886	678
PFLU_5842	OV986001.1	6397400	6398321	-	922	634
PFLU_5843	OV986001.1	6398317	6399460	-	1144	1082
PFLU_5844	OV986001.1	6399526	6400621	-	1096	1423
PFLU_5845	OV986001.1	6400862	6401957	-	1096	6322
PFLU_5846	OV986001.1	6402152	6403517	-	1366	1573
PFLU_5847	OV986001.1	6403576	6404935	-	1360	1866
PFLU_5848	OV986001.1	6405015	6405255	-	241	425
PFLU_5849	OV986001.1	6405533	6406910	+	1378	8502
PFLU_5850	OV986001.1	6407105	6407885	-	781	19
PFLU_5851	OV986001.1	6407944	6408253	-	310	59
PFLU_5852	OV986001.1	6408395	6409025	+	631	309
PFLU_5853	OV986001.1	6409140	6409356	-	217	23
PFLU_5854	OV986001.1	6409384	6410191	-	808	28
PFLU_5855	OV986001.1	6410187	6410976	-	790	17
PFLU_5856	OV986001.1	6410985	6412134	-	1150	11
PFLU_5857	OV986001.1	6412159	6413128	-	970	4
PFLU_5858	OV986001.1	6413222	6413816	-	595	41
PFLU_5859	OV986001.1	6414121	6414760	-	640	135
PFLU_5860	OV986001.1	6415033	6416407	-	1375	14709
PFLU_5861	OV986001.1	6416756	6417149	+	394	10
PFLU_5862	OV986001.1	6417315	6418617	-	1303	1245
PFLU_5863	OV986001.1	6418752	6419901	-	1150	787
PFLU_5864	OV986001.1	6420059	6421427	+	1369	520
PFLU_5865	OV986001.1	6421512	6421983	-	472	84
PFLU_5866	OV986001.1	6422110	6422449	+	340	29
PFLU_5867	OV986001.1	6422531	6424211	+	1681	101
PFLU_5868	OV986001.1	6424288	6425209	+	922	625
PFLU_5869	OV986001.1	6425219	6425666	+	448	318
PFLU_5870	OV986001.1	6425735	6426050	+	316	865
PFLU_5871	OV986001.1	6426238	6426904	+	667	52
PFLU_5872	OV986001.1	6427062	6428202	+	1141	934
PFLU_5873	OV986001.1	6428243	6428627	-	385	606
PFLU_5874	OV986001.1	6428680	6429763	-	1084	1583
PFLU_5875	OV986001.1	6429919	6431536	-	1618	333
PFLU_5876	OV986001.1	6431770	6432775	-	1006	1181
PFLU_5877	OV986001.1	6432939	6434163	-	1225	925
PFLU_5878	OV986001.1	6434166	6434652	-	487	173
PFLU_5879	OV986001.1	6434644	6435832	-	1189	1720
PFLU_5880	OV986001.1	6435828	6437151	-	1324	2712
PFLU_5881	OV986001.1	6437171	6437729	-	559	937
PFLU_5882	OV986001.1	6437867	6438077	+	211	143
PFLU_5883	OV986001.1	6438073	6438391	+	319	199
PFLU_5885	OV986001.1	6438656	6439286	+	631	275
PFLU_5886	OV986001.1	6439293	6439440	-	148	127
PFLU_5887	OV986001.1	6439634	6440084	+	451	153
PFLU_5888	OV986001.1	6440135	6441119	+	985	2241
PFLU_5889	OV986001.1	6441115	6443833	+	2719	2869
PFLU_5890	OV986001.1	6443832	6444951	+	1120	1439
PFLU_5891	OV986001.1	6445048	6445456	-	409	79
PFLU_5892	OV986001.1	6445606	6446584	+	979	209
PFLU_5893	OV986001.1	6446875	6448213	+	1339	1151
PFLU_5894	OV986001.1	6448209	6448863	-	655	566
PFLU_5895	OV986001.1	6448890	6451278	-	2389	65
PFLU_5896	OV986001.1	6451603	6452086	+	484	228
PFLU_5897	OV986001.1	6452264	6453233	-	970	891
PFLU_5898	OV986001.1	6453232	6454699	-	1468	2471
PFLU_5899	OV986001.1	6454758	6456747	-	1990	255
PFLU_5900	OV986001.1	6456897	6458157	-	1261	4031
PFLU_5901	OV986001.1	6458391	6458721	-	331	9885
PFLU_5902	OV986001.1	6458842	6459538	-	697	42
PFLU_5903	OV986001.1	6459793	6460579	+	787	2
PFLU_5904	OV986001.1	6460593	6461262	+	670	4
PFLU_5905	OV986001.1	6461258	6461909	+	652	13
PFLU_5906	OV986001.1	6461895	6462627	+	733	17
PFLU_5907	OV986001.1	6462613	6463147	-	535	23
PFLU_5908	OV986001.1	6463151	6465629	-	2479	97
PFLU_5909	OV986001.1	6465675	6466437	-	763	13
PFLU_5910	OV986001.1	6466507	6467191	-	685	4
PFLU_5911	OV986001.1	6467601	6469104	+	1504	5562
PFLU_5912	OV986001.1	6469324	6471547	-	2224	3323
PFLU_5913	OV986001.1	6471565	6472579	-	1015	1394
PFLU_5914	OV986001.1	6472786	6473422	+	637	597
PFLU_5915	OV986001.1	6473402	6474638	-	1237	53
PFLU_5916	OV986001.1	6474748	6475420	+	673	882
PFLU_5917	OV986001.1	6475792	6476248	-	457	43
PFLU_5918	OV986001.1	6476250	6478146	-	1897	315
PFLU_5919	OV986001.1	6478413	6479808	+	1396	57
PFLU_5920	OV986001.1	6479818	6480190	+	373	7
PFLU_5921	OV986001.1	6480225	6480813	+	589	28
PFLU_5922	OV986001.1	6480834	6481557	+	724	75
PFLU_5923	OV986001.1	6481698	6482331	-	634	466
PFLU_5924	OV986001.1	6482417	6482990	-	574	376
PFLU_5925	OV986001.1	6482989	6484900	-	1912	1525
PFLU_5926	OV986001.1	6484950	6485418	+	469	219
PFLU_5927	OV986001.1	6485414	6486641	-	1228	6027
PFLU_5928	OV986001.1	6486833	6487511	+	679	125
PFLU_5929	OV986001.1	6487565	6488024	-	460	386
PFLU_5930	OV986001.1	6488233	6488755	-	523	279
PFLU_5931	OV986001.1	6489000	6490242	-	1243	1631
PFLU_5932	OV986001.1	6490247	6491360	-	1114	2656
PFLU_5933	OV986001.1	6491378	6492137	-	760	925
PFLU_5934	OV986001.1	6492133	6493075	-	943	1049
PFLU_5935	OV986001.1	6493211	6493958	-	748	1675
PFLU_5936	OV986001.1	6494459	6495854	+	1396	2517
PFLU_5937	OV986001.1	6495891	6496551	-	661	56
PFLU_5938	OV986001.1	6496676	6496961	+	286	32
PFLU_5939	OV986001.1	6497046	6497301	+	256	742
PFLU_5940	OV986001.1	6497468	6500309	+	2842	1244
PFLU_5941	OV986001.1	6500337	6500748	-	412	106
PFLU_5942	OV986001.1	6500879	6501098	-	220	66
PFLU_5943	OV986001.1	6501100	6501433	-	334	123
PFLU_5944	OV986001.1	6501671	6501842	+	172	63
PFLU_5945	OV986001.1	6501851	6503099	+	1249	3278
PFLU_5946	OV986001.1	6503102	6503933	+	832	2382
PFLU_5947	OV986001.1	6503946	6504663	+	718	795
PFLU_5948	OV986001.1	6504665	6505565	+	901	662
PFLU_5949	OV986001.1	6505561	6506257	+	697	536
PFLU_5950	OV986001.1	6506441	6506768	-	328	5659
PFLU_5951	OV986001.1	6506871	6507297	-	427	1784
PFLU_5952	OV986001.1	6507508	6508849	-	1342	766
PFLU_5953	OV986001.1	6508883	6509222	-	340	2600
PFLU_5954	OV986001.1	6509642	6509903	+	262	70
PFLU_5955	OV986001.1	6509968	6510373	+	406	38
PFLU_5956	OV986001.1	6510466	6511963	+	1498	116
PFLU_5957	OV986001.1	6512034	6514011	-	1978	43
PFLU_5958	OV986001.1	6514188	6515109	-	922	43
PFLU_5959	OV986001.1	6515267	6516665	+	1399	243
PFLU_5960	OV986001.1	6516728	6518393	-	1666	1474
PFLU_5961	OV986001.1	6518649	6520659	+	2011	1186
PFLU_5962	OV986001.1	6520717	6521290	+	574	330
PFLU_5963	OV986001.1	6521438	6523361	-	1924	876
PFLU_5964	OV986001.1	6523494	6523902	-	409	4732
PFLU_5965	OV986001.1	6524090	6524639	-	550	850
PFLU_5966	OV986001.1	6524755	6525829	-	1075	1292
PFLU_5967	OV986001.1	6525909	6526263	-	355	692
PFLU_5968	OV986001.1	6526234	6527536	-	1303	6722
PFLU_5969	OV986001.1	6527692	6528181	+	490	122
PFLU_5970	OV986001.1	6528195	6528549	-	355	169
PFLU_5971	OV986001.1	6528655	6529957	+	1303	378
PFLU_5972	OV986001.1	6529958	6530225	-	268	5
PFLU_5973	OV986001.1	6530349	6531774	+	1426	328
PFLU_5974	OV986001.1	6531833	6533402	+	1570	118
PFLU_5975	OV986001.1	6533437	6534580	-	1144	306
PFLU_5976	OV986001.1	6534760	6536254	-	1495	9749
PFLU_5978	OV986001.1	6536484	6536847	+	364	84
PFLU_5979	OV986001.1	6536918	6537074	-	157	832
PFLU_5980	OV986001.1	6537085	6537319	-	235	7278
PFLU_5981	OV986001.1	6537777	6539370	+	1594	731
PFLU_5982	OV986001.1	6539426	6540101	-	676	17
PFLU_5983	OV986001.1	6540253	6541462	+	1210	1003
PFLU_5984	OV986001.1	6541467	6541923	+	457	551
PFLU_5986	OV986001.1	6542187	6543585	+	1399	3090
PFLU_5987	OV986001.1	6543604	6544510	+	907	1996
PFLU_5988	OV986001.1	6544656	6545301	-	646	740
PFLU_5989	OV986001.1	6545383	6546163	+	781	6560
PFLU_5990	OV986001.1	6546221	6546590	-	370	949
PFLU_5991	OV986001.1	6546612	6547335	-	724	641
PFLU_5992	OV986001.1	6547520	6548384	+	865	407
PFLU_5993	OV986001.1	6548394	6549015	+	622	760
PFLU_5994	OV986001.1	6549182	6549446	+	265	991
PFLU_5995	OV986001.1	6549506	6551612	+	2107	3586
PFLU_5996	OV986001.1	6551648	6552029	+	382	848
PFLU_5997	OV986001.1	6552082	6552829	+	748	1420
PFLU_5998	OV986001.1	6552954	6553809	-	856	345
PFLU_5999	OV986001.1	6553992	6554961	+	970	279
PFLU_6000	OV986001.1	6554967	6555393	+	427	409
PFLU_6001	OV986001.1	6555389	6556139	+	751	323
PFLU_6002	OV986001.1	6556307	6557228	+	922	825
PFLU_6003	OV986001.1	6557236	6559312	+	2077	1559
PFLU_6004	OV986001.1	6559389	6560790	+	1402	2645
