Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	RefSeq
C3KDG4	unreviewed	C3KDG4_PSEFS	tRNA-uridine aminocarboxypropyltransferase (EC 2.5.1.25)	PFLU_1193	Pseudomonas fluorescens (strain SBW25)	239	WP_012722525.1;
C3KDG5	unreviewed	C3KDG5_PSEFS	Regulatory protein	PFLU_1195	Pseudomonas fluorescens (strain SBW25)	216	
C3KDG6	unreviewed	C3KDG6_PSEFS	Glutathione transferase (EC 2.5.1.18)	fosA PFLU_1421	Pseudomonas fluorescens (strain SBW25)	136	
C3KDG7	unreviewed	C3KDG7_PSEFS	Transport-related protein	PFLU_1422	Pseudomonas fluorescens (strain SBW25)	213	WP_012722725.1;
C3KDG8	unreviewed	C3KDG8_PSEFS	DUF4142 domain-containing protein	PFLU_1423	Pseudomonas fluorescens (strain SBW25)	189	
C3KDG9	unreviewed	C3KDG9_PSEFS	Membrane protein	PFLU_1424	Pseudomonas fluorescens (strain SBW25)	141	WP_012722727.1;
C3KDH1	unreviewed	C3KDH1_PSEFS	Membrane protein	PFLU_1426	Pseudomonas fluorescens (strain SBW25)	107	
C3KDH2	unreviewed	C3KDH2_PSEFS	Phage-related protein	PFLU_1427	Pseudomonas fluorescens (strain SBW25)	136	WP_012722730.1;
C3KDH3	unreviewed	C3KDH3_PSEFS	Addiction module toxin, HicA family	PFLU_1428	Pseudomonas fluorescens (strain SBW25)	60	WP_012722731.1;
C3KDH4	unreviewed	C3KDH4_PSEFS	LysR-family regulatory protein	PFLU_1429	Pseudomonas fluorescens (strain SBW25)	297	WP_012722732.1;
C3KDH5	unreviewed	C3KDH5_PSEFS	Transport-related membrane protein	PFLU_1430	Pseudomonas fluorescens (strain SBW25)	387	WP_012722733.1;
C3KDH6	unreviewed	C3KDH6_PSEFS	Transport-related membrane protein	PFLU_1431	Pseudomonas fluorescens (strain SBW25)	397	WP_012722734.1;
C3KDH7	unreviewed	C3KDH7_PSEFS	Metal ABC transporter ATPase	PFLU_1432	Pseudomonas fluorescens (strain SBW25)	101	WP_012722735.1;
C3KDH8	unreviewed	C3KDH8_PSEFS	[utative exported protein	PFLU_1433	Pseudomonas fluorescens (strain SBW25)	174	WP_012722736.1;
C3KDH9	unreviewed	C3KDH9_PSEFS	(R)-3-hydroxydecanoyl-ACP:CoA transacylase (EC 2.4.1.-)	phaG PFLU_1434	Pseudomonas fluorescens (strain SBW25)	294	WP_012722737.1;
C3KDI0	unreviewed	C3KDI0_PSEFS	Uncharacterized protein	PFLU_1435	Pseudomonas fluorescens (strain SBW25)	43	
C3KDI3	unreviewed	C3KDI3_PSEFS	Glutathione-S-transferase domain protein	PFLU_3514	Pseudomonas fluorescens (strain SBW25)	197	WP_012724665.1;
C3KDI4	unreviewed	C3KDI4_PSEFS	Exported protein	PFLU_3517	Pseudomonas fluorescens (strain SBW25)	391	WP_012724667.1;
C3KDI5	unreviewed	C3KDI5_PSEFS	DUF5629 domain-containing protein	PFLU_3518	Pseudomonas fluorescens (strain SBW25)	96	
C3KDI6	unreviewed	C3KDI6_PSEFS	Uncharacterized protein	PFLU_3519	Pseudomonas fluorescens (strain SBW25)	1632	WP_012724669.1;
C3KDI7	unreviewed	C3KDI7_PSEFS	PSII_BNR domain-containing protein	PFLU_3522	Pseudomonas fluorescens (strain SBW25)	331	
C3KDI8	unreviewed	C3KDI8_PSEFS	Oxidoreductase	PFLU_3523	Pseudomonas fluorescens (strain SBW25)	391	
C3KDJ0	unreviewed	C3KDJ0_PSEFS	3-oxoacyl acyl carrier protein reductase (EC) (Putative 3-oxoacyl acyl carrier protein reductase (EC 1.1.1.100))	PFLU_3528	Pseudomonas fluorescens (strain SBW25)	451	
C3KDJ1	unreviewed	C3KDJ1_PSEFS	Fatty acid transport system, membrane protein	PFLU_3530	Pseudomonas fluorescens (strain SBW25)	484	WP_012724678.1;
C3KDJ2	unreviewed	C3KDJ2_PSEFS	Exported protein	PFLU_3531	Pseudomonas fluorescens (strain SBW25)	164	
C3KDJ3	unreviewed	C3KDJ3_PSEFS	ATPase AAA-type core domain-containing protein	PFLU_0231	Pseudomonas fluorescens (strain SBW25)	386	WP_012721656.1;
C3KDJ4	unreviewed	C3KDJ4_PSEFS	Lipoprotein	PFLU_0232	Pseudomonas fluorescens (strain SBW25)	360	WP_012721657.1;
C3KDJ5	unreviewed	C3KDJ5_PSEFS	Lipoprotein	PFLU_0233	Pseudomonas fluorescens (strain SBW25)	356	WP_012721658.1;
C3KDJ6	unreviewed	C3KDJ6_PSEFS	Transport-related membrane protein	PFLU_0234	Pseudomonas fluorescens (strain SBW25)	1021	WP_012721659.1;
C3KDJ7	unreviewed	C3KDJ7_PSEFS	Exported protein	PFLU_0235	Pseudomonas fluorescens (strain SBW25)	725	WP_012721660.1;
C3KDJ8	unreviewed	C3KDJ8_PSEFS	Methyltransf_25 domain-containing protein	PFLU_0236	Pseudomonas fluorescens (strain SBW25)	208	WP_012721661.1;
C3KDJ9	unreviewed	C3KDJ9_PSEFS	Amino acid ABC transport system, permease	PFLU_0237	Pseudomonas fluorescens (strain SBW25)	214	WP_012721662.1;
C3KDK1	unreviewed	C3KDK1_PSEFS	Amino acid ABC transport system, exported protein	PFLU_0239	Pseudomonas fluorescens (strain SBW25)	271	WP_012721664.1;
C3KDK2	unreviewed	C3KDK2_PSEFS	Monooxygenase	PFLU_0240	Pseudomonas fluorescens (strain SBW25)	450	WP_012721665.1;
C3KDK3	unreviewed	C3KDK3_PSEFS	Acyl-CoA dehydrogenase	PFLU_0241	Pseudomonas fluorescens (strain SBW25)	397	WP_012721666.1;
C3KDK4	unreviewed	C3KDK4_PSEFS	Dehydrogenase	PFLU_0242	Pseudomonas fluorescens (strain SBW25)	413	WP_012721667.1;
C3KDK5	unreviewed	C3KDK5_PSEFS	Uncharacterized protein	PFLU_0243	Pseudomonas fluorescens (strain SBW25)	264	
C3KDK6	unreviewed	C3KDK6_PSEFS	ABC transport system, ATP-binding protein	PFLU_0244	Pseudomonas fluorescens (strain SBW25)	248	
C3KDK7	unreviewed	C3KDK7_PSEFS	ABC transport system, permease	PFLU_0245	Pseudomonas fluorescens (strain SBW25)	221	
C3KDK8	unreviewed	C3KDK8_PSEFS	DAO domain-containing protein	PFLU_0487	Pseudomonas fluorescens (strain SBW25)	391	WP_012721884.1;
C3KDL0	unreviewed	C3KDL0_PSEFS	Putaitve LysR-family regulatory protein	PFLU_0489	Pseudomonas fluorescens (strain SBW25)	296	WP_012721886.1;
C3KDL4	unreviewed	C3KDL4_PSEFS	Membrane transport-related permease	PFLU_0493	Pseudomonas fluorescens (strain SBW25)	429	
C3KDL5	unreviewed	C3KDL5_PSEFS	Lipoprotein	PFLU_0494	Pseudomonas fluorescens (strain SBW25)	248	WP_012721891.1;
C3KDL7	unreviewed	C3KDL7_PSEFS	Cytoplasmic protein	PFLU_0496	Pseudomonas fluorescens (strain SBW25)	149	WP_012721893.1;
C3KDL8	unreviewed	C3KDL8_PSEFS	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA (3',5'-cyclic AMP phosphodiesterase) (cAMP phosphodiesterase) (EC) (EC 3.1.4.53) (Putative phosphoesterase)	PFLU_0497	Pseudomonas fluorescens (strain SBW25)	265	
C3KDL9	unreviewed	C3KDL9_PSEFS	Esterase	PFLU_0498	Pseudomonas fluorescens (strain SBW25)	202	WP_012721895.1;
C3KDM1	unreviewed	C3KDM1_PSEFS	Exported protein	PFLU_0500	Pseudomonas fluorescens (strain SBW25)	331	WP_012721897.1;
C3KDM3	unreviewed	C3KDM3_PSEFS	Lipoprotein	PFLU_0502	Pseudomonas fluorescens (strain SBW25)	237	
C3KDM4	unreviewed	C3KDM4_PSEFS	Membrane protein	PFLU_0503	Pseudomonas fluorescens (strain SBW25)	509	WP_012721900.1;
C3KDM7	unreviewed	C3KDM7_PSEFS	Sulfurtransferase	rhdA PFLU_0506	Pseudomonas fluorescens (strain SBW25)	271	WP_012721903.1;
C3KDM8	unreviewed	C3KDM8_PSEFS	HDOD domain-containing protein	PFLU_0507	Pseudomonas fluorescens (strain SBW25)	511	WP_012721904.1;
C3KDM9	unreviewed	C3KDM9_PSEFS	Oxidoreductase	PFLU_0748	Pseudomonas fluorescens (strain SBW25)	260	WP_012722120.1;
C3KDN0	unreviewed	C3KDN0_PSEFS	SnoaL-like domain-containing protein	PFLU_0749	Pseudomonas fluorescens (strain SBW25)	140	WP_012722121.1;
C3KDN2	unreviewed	C3KDN2_PSEFS	MerR-family regulatory protein	PFLU_0751	Pseudomonas fluorescens (strain SBW25)	309	WP_012722123.1;
C3KDN3	unreviewed	C3KDN3_PSEFS	DUF1722 domain-containing protein	PFLU_0752	Pseudomonas fluorescens (strain SBW25)	319	WP_012722124.1;
C3KDN4	unreviewed	C3KDN4_PSEFS	TIGR02450 family Trp-rich protein	PFLU_0753	Pseudomonas fluorescens (strain SBW25)	71	WP_012722125.1;
C3KDN6	unreviewed	C3KDN6_PSEFS	TIGR01777 family protein	PFLU_0755	Pseudomonas fluorescens (strain SBW25)	299	WP_012722127.1;
C3KDN9	unreviewed	C3KDN9_PSEFS	Probable periplasmic serine endoprotease DegP-like (Protease Do)	PFLU_0758	Pseudomonas fluorescens (strain SBW25)	384	
C3KDP0	unreviewed	C3KDP0_PSEFS	GTP cyclohydrolase 1 type 2 homolog	PFLU_0759	Pseudomonas fluorescens (strain SBW25)	252	WP_012722131.1;
C3KDP3	unreviewed	C3KDP3_PSEFS	Putaive acyltransferase	PFLU_0762	Pseudomonas fluorescens (strain SBW25)	299	WP_012722134.1;
C3KDP5	unreviewed	C3KDP5_PSEFS	Uncharacterized protein	PFLU_0962	Pseudomonas fluorescens (strain SBW25)	77	WP_012722309.1;
C3KDP6	unreviewed	C3KDP6_PSEFS	Exported protein	PFLU_0963	Pseudomonas fluorescens (strain SBW25)	256	WP_012722310.1;
C3KDP7	unreviewed	C3KDP7_PSEFS	Fe-S oxidoreductase	PFLU_0964	Pseudomonas fluorescens (strain SBW25)	247	WP_012722311.1;
C3KDP8	unreviewed	C3KDP8_PSEFS	Acetyltransferase	PFLU_0965	Pseudomonas fluorescens (strain SBW25)	160	WP_012722312.1;
C3KDP9	unreviewed	C3KDP9_PSEFS	Chemotaxis protein	PFLU_0966	Pseudomonas fluorescens (strain SBW25)	300	WP_012722313.1;
C3KDQ0	unreviewed	C3KDQ0_PSEFS	2-ketogluconate reductase (EC 1.1.1.215)	tkrA PFLU_0968	Pseudomonas fluorescens (strain SBW25)	324	WP_012722314.1;
C3KDQ1	unreviewed	C3KDQ1_PSEFS	LysR-family regulatory protein	PFLU_0969	Pseudomonas fluorescens (strain SBW25)	322	WP_012722315.1;
C3KDQ2	unreviewed	C3KDQ2_PSEFS	Fusaric acid resistance protein	PFLU_0970	Pseudomonas fluorescens (strain SBW25)	523	
C3KDQ3	unreviewed	C3KDQ3_PSEFS	Fusaric acid resistance protein fusion	PFLU_0971	Pseudomonas fluorescens (strain SBW25)	726	
C3KDQ4	unreviewed	C3KDQ4_PSEFS	Membrane protein	PFLU_0972	Pseudomonas fluorescens (strain SBW25)	66	WP_012722318.1;
C3KDQ5	unreviewed	C3KDQ5_PSEFS	Transport-related membrane protein	PFLU_0973	Pseudomonas fluorescens (strain SBW25)	287	WP_012722319.1;
C3KDQ6	unreviewed	C3KDQ6_PSEFS	DUF4440 domain-containing protein	PFLU_0974	Pseudomonas fluorescens (strain SBW25)	133	WP_012722320.1;
C3KDQ8	unreviewed	C3KDQ8_PSEFS	LysR-family regulatory protein	PFLU_1197	Pseudomonas fluorescens (strain SBW25)	308	WP_012722528.1;
C3KDR0	unreviewed	C3KDR0_PSEFS	TsaA-like domain-containing protein	PFLU_1199	Pseudomonas fluorescens (strain SBW25)	231	
C3KDR1	unreviewed	C3KDR1_PSEFS	DUF1456 family protein	PFLU_1200	Pseudomonas fluorescens (strain SBW25)	153	WP_012722530.1;
C3KDR3	unreviewed	C3KDR3_PSEFS	Acetyltransferase	PFLU_1202	Pseudomonas fluorescens (strain SBW25)	155	WP_012722532.1;
C3KDR6	unreviewed	C3KDR6_PSEFS	Putaive NADH oxidoreductase	PFLU_1205	Pseudomonas fluorescens (strain SBW25)	368	WP_012722535.1;
C3KDR7	unreviewed	C3KDR7_PSEFS	Uncharacterized protein	PFLU_1206	Pseudomonas fluorescens (strain SBW25)	61	WP_012722536.1;
C3KDR9	unreviewed	C3KDR9_PSEFS	Spermidine dehydrogenase	PFLU_1208	Pseudomonas fluorescens (strain SBW25)	620	WP_012722538.1;
C3KDS0	unreviewed	C3KDS0_PSEFS	Betaine aldehyde dehydrogenase	PFLU_1209	Pseudomonas fluorescens (strain SBW25)	474	WP_012722539.1;
C3KDS2	unreviewed	C3KDS2_PSEFS	Helicase	PFLU_1437	Pseudomonas fluorescens (strain SBW25)	70	WP_012722740.1;
C3KDS4	unreviewed	C3KDS4_PSEFS	Lipoprotein	PFLU_1439	Pseudomonas fluorescens (strain SBW25)	119	WP_012722742.1;
C3KDS7	unreviewed	C3KDS7_PSEFS	Uncharacterized protein	PFLU_1442	Pseudomonas fluorescens (strain SBW25)	653	
C3KDS8	unreviewed	C3KDS8_PSEFS	Ig-like domain-containing protein	PFLU_1443	Pseudomonas fluorescens (strain SBW25)	673	
C3KDS9	unreviewed	C3KDS9_PSEFS	Exported protein	PFLU_1444	Pseudomonas fluorescens (strain SBW25)	750	
C3KDT0	unreviewed	C3KDT0_PSEFS	CBM-cenC domain-containing protein	PFLU_1445	Pseudomonas fluorescens (strain SBW25)	1053	WP_012722748.1;
C3KDT1	unreviewed	C3KDT1_PSEFS	Membrane-associated monoxygenase	PFLU_1446	Pseudomonas fluorescens (strain SBW25)	342	WP_012722749.1;
C3KDT2	unreviewed	C3KDT2_PSEFS	Transport-related membrane protein	PFLU_1447	Pseudomonas fluorescens (strain SBW25)	504	WP_012722750.1;
C3KDT3	unreviewed	C3KDT3_PSEFS	Transport-related membrane protein	PFLU_1448	Pseudomonas fluorescens (strain SBW25)	178	
C3KDT4	unreviewed	C3KDT4_PSEFS	Transport-related exported protein	PFLU_1449	Pseudomonas fluorescens (strain SBW25)	327	
C3KDT5	unreviewed	C3KDT5_PSEFS	Outer membrane protein	PFLU_1450	Pseudomonas fluorescens (strain SBW25)	430	WP_012722753.1;
C3KDT6	unreviewed	C3KDT6_PSEFS	3-ketoacyl-CoA thiolase (EC) (EC 2.3.1.16) (Putative 3-ketoacyl-CoA thiolase)	PFLU_3526	Pseudomonas fluorescens (strain SBW25)	432	WP_012724674.1;
C3KDT7	unreviewed	C3KDT7_PSEFS	Dehydratase	PFLU_3527	Pseudomonas fluorescens (strain SBW25)	296	WP_012724675.1;
C3KDT9	unreviewed	C3KDT9_PSEFS	Fatty acid transport system, membrane protein	PFLU_3532	Pseudomonas fluorescens (strain SBW25)	484	WP_012724680.1;
C3KDU0	unreviewed	C3KDU0_PSEFS	Exported protein	PFLU_3534	Pseudomonas fluorescens (strain SBW25)	164	
C3KDU1	unreviewed	C3KDU1_PSEFS	Alkane monooxygenase	PFLU_3535	Pseudomonas fluorescens (strain SBW25)	426	WP_012724683.1;
C3KDU2	unreviewed	C3KDU2_PSEFS	Short chain dehydrogenase	PFLU_3538	Pseudomonas fluorescens (strain SBW25)	296	WP_012724686.1;
C3KDU6	unreviewed	C3KDU6_PSEFS	Two-component system, response regulator	PFLU_0005	Pseudomonas fluorescens (strain SBW25)	240	WP_012721454.1;
C3KDU7	unreviewed	C3KDU7_PSEFS	ABC transport system, exported protein	PFLU_0246	Pseudomonas fluorescens (strain SBW25)	264	
C3KDV0	unreviewed	C3KDV0_PSEFS	Choline/betaine transport-related membrane protein	PFLU_0249	Pseudomonas fluorescens (strain SBW25)	666	
C3KDV1	unreviewed	C3KDV1_PSEFS	Chemotaxis MotA protein	motA PFLU_0508	Pseudomonas fluorescens (strain SBW25)	283	WP_012721905.1;
C3KDV2	unreviewed	C3KDV2_PSEFS	Chemotaxis MotB protein	motB PFLU_0509	Pseudomonas fluorescens (strain SBW25)	339	WP_012721906.1;
C3KDV3	unreviewed	C3KDV3_PSEFS	PemK-like protein	PFLU_0510	Pseudomonas fluorescens (strain SBW25)	131	WP_012721907.1;
C3KDV6	unreviewed	C3KDV6_PSEFS	Membrane protein	PFLU_0513	Pseudomonas fluorescens (strain SBW25)	204	WP_012721908.1;
C3KDW6	unreviewed	C3KDW6_PSEFS	Protein HflC	PFLU_0523	Pseudomonas fluorescens (strain SBW25)	289	
C3KDW9	unreviewed	C3KDW9_PSEFS	Pressure-regulated protein	PFLU_0763A	Pseudomonas fluorescens (strain SBW25)	96	
C3KDX8	unreviewed	C3KDX8_PSEFS	Type II secretion system protein H (General secretion pathway protein H)	PFLU_0772	Pseudomonas fluorescens (strain SBW25)	193	WP_012722143.1;
C3KDX9	unreviewed	C3KDX9_PSEFS	Membrane protein	PFLU_0773	Pseudomonas fluorescens (strain SBW25)	153	
C3KDY0	unreviewed	C3KDY0_PSEFS	Membrane protein	PFLU_0774	Pseudomonas fluorescens (strain SBW25)	235	WP_012722145.1;
C3KDY1	unreviewed	C3KDY1_PSEFS	Exported protein	PFLU_0775	Pseudomonas fluorescens (strain SBW25)	176	WP_012722146.1;
C3KDY2	unreviewed	C3KDY2_PSEFS	Type IV pilus related protein	PFLU_0776	Pseudomonas fluorescens (strain SBW25)	133	WP_012722147.1;
C3KDY3	unreviewed	C3KDY3_PSEFS	Oxidoreductase	PFLU_0777	Pseudomonas fluorescens (strain SBW25)	369	
C3KDY4	unreviewed	C3KDY4_PSEFS	Membrane protein	PFLU_0778	Pseudomonas fluorescens (strain SBW25)	77	WP_012722149.1;
C3KDY5	unreviewed	C3KDY5_PSEFS	Short-chain dehydrogenase	PFLU_0975	Pseudomonas fluorescens (strain SBW25)	270	WP_012722321.1;
C3KDY6	unreviewed	C3KDY6_PSEFS	Multidrug transporter	PFLU_0976	Pseudomonas fluorescens (strain SBW25)	154	WP_012722322.1;
C3KDY7	unreviewed	C3KDY7_PSEFS	Exported protein	PFLU_0977	Pseudomonas fluorescens (strain SBW25)	137	
C3KDY8	unreviewed	C3KDY8_PSEFS	Uncharacterized protein	PFLU_0978	Pseudomonas fluorescens (strain SBW25)	164	
C3KDZ6	unreviewed	C3KDZ6_PSEFS	Alginate production protein	algE PFLU_0986	Pseudomonas fluorescens (strain SBW25)	495	WP_012722332.1;
C3KDZ7	unreviewed	C3KDZ7_PSEFS	Alginate biosynthesis protein	algK PFLU_0987	Pseudomonas fluorescens (strain SBW25)	459	
C3KDZ8	unreviewed	C3KDZ8_PSEFS	Alginate biosynthesis-related protein	PFLU_0988	Pseudomonas fluorescens (strain SBW25)	388	WP_012722334.1;
C3KDZ9	unreviewed	C3KDZ9_PSEFS	Alginate biosynthesis-related protein	PFLU_0989	Pseudomonas fluorescens (strain SBW25)	496	
C3KE02	unreviewed	C3KE02_PSEFS	ABC transport system, membrane protein	PFLU_1210	Pseudomonas fluorescens (strain SBW25)	269	WP_012722540.1;
C3KE03	unreviewed	C3KE03_PSEFS	ABC transport system, membrane protein	PFLU_1211	Pseudomonas fluorescens (strain SBW25)	309	WP_012722541.1;
C3KE04	unreviewed	C3KE04_PSEFS	ABC transport system ATP-binding protein	PFLU_1212	Pseudomonas fluorescens (strain SBW25)	344	WP_012722542.1;
C3KE05	unreviewed	C3KE05_PSEFS	ABC transport system, substrate-binding protein	PFLU_1213	Pseudomonas fluorescens (strain SBW25)	383	
C3KE06	unreviewed	C3KE06_PSEFS	Aldehyde dehydrogenase	PFLU_1214	Pseudomonas fluorescens (strain SBW25)	485	WP_012722544.1;
C3KE07	unreviewed	C3KE07_PSEFS	LysR-family regulatory protein	PFLU_1215	Pseudomonas fluorescens (strain SBW25)	303	WP_012722545.1;
C3KE08	unreviewed	C3KE08_PSEFS	Conserved hypothetical membrane protein	PFLU_1216	Pseudomonas fluorescens (strain SBW25)	236	WP_012722546.1;
C3KE09	unreviewed	C3KE09_PSEFS	Uncharacterized protein	PFLU_1217	Pseudomonas fluorescens (strain SBW25)	1524	
C3KE10	unreviewed	C3KE10_PSEFS	Methyl-accepting chemotaxis protein	wspA PFLU_1219	Pseudomonas fluorescens (strain SBW25)	540	WP_012722548.1;
C3KE11	unreviewed	C3KE11_PSEFS	Chemotaxis-related protein	wspB PFLU_1220	Pseudomonas fluorescens (strain SBW25)	170	WP_012722549.1;
C3KE12	unreviewed	C3KE12_PSEFS	Chemotaxis-related methyltransferase	wspC PFLU_1221	Pseudomonas fluorescens (strain SBW25)	419	WP_012722550.1;
C3KE13	unreviewed	C3KE13_PSEFS	Chemotaxis protein CheW	wspD PFLU_1222	Pseudomonas fluorescens (strain SBW25)	232	WP_012722551.1;
C3KE17	unreviewed	C3KE17_PSEFS	Two component system, response regulator	tctD PFLU_1451	Pseudomonas fluorescens (strain SBW25)	223	WP_010212220.1;
C3KE19	unreviewed	C3KE19_PSEFS	HDOD domain-containing protein	PFLU_1453	Pseudomonas fluorescens (strain SBW25)	273	WP_012722755.1;
C3KE20	unreviewed	C3KE20_PSEFS	GCV_T domain-containing protein	PFLU_1454	Pseudomonas fluorescens (strain SBW25)	313	WP_012722756.1;
C3KE21	unreviewed	C3KE21_PSEFS	FAD assembly factor SdhE	PFLU_1455	Pseudomonas fluorescens (strain SBW25)	84	WP_012722757.1;
C3KE22	unreviewed	C3KE22_PSEFS	Toxin CptA	PFLU_1456	Pseudomonas fluorescens (strain SBW25)	148	WP_012722758.1;
C3KE23	unreviewed	C3KE23_PSEFS	Phage integrase	PFLU_1458	Pseudomonas fluorescens (strain SBW25)	480	WP_012722759.1;
C3KE24	unreviewed	C3KE24_PSEFS	Exported protein	PFLU_1459	Pseudomonas fluorescens (strain SBW25)	140	WP_012722760.1;
C3KE25	unreviewed	C3KE25_PSEFS	Rha family transcriptional regulator	PFLU_1460	Pseudomonas fluorescens (strain SBW25)	255	WP_012722761.1;
C3KE26	unreviewed	C3KE26_PSEFS	Uncharacterized protein	PFLU_1461	Pseudomonas fluorescens (strain SBW25)	59	
C3KE27	unreviewed	C3KE27_PSEFS	Uncharacterized protein	PFLU_1462	Pseudomonas fluorescens (strain SBW25)	96	WP_012722763.1;
C3KE28	unreviewed	C3KE28_PSEFS	Uncharacterized protein	PFLU_1463	Pseudomonas fluorescens (strain SBW25)	178	
C3KE29	unreviewed	C3KE29_PSEFS	Uncharacterized protein	PFLU_1464	Pseudomonas fluorescens (strain SBW25)	347	WP_012722765.1;
C3KE31	unreviewed	C3KE31_PSEFS	RNA polymerase sigma factor	algU PFLU_1467	Pseudomonas fluorescens (strain SBW25)	193	
C3KE32	unreviewed	C3KE32_PSEFS	Sigma factor negative regulatory protein	mucA PFLU_1468	Pseudomonas fluorescens (strain SBW25)	195	WP_012722767.1;
C3KE33	unreviewed	C3KE33_PSEFS	Exported protein	PFLU_3533	Pseudomonas fluorescens (strain SBW25)	164	
C3KE34	unreviewed	C3KE34_PSEFS	Family S33 unassigned peptidase	PFLU_3536	Pseudomonas fluorescens (strain SBW25)	353	
C3KE35	unreviewed	C3KE35_PSEFS	Membrane protein	PFLU_3539	Pseudomonas fluorescens (strain SBW25)	277	WP_012724687.1;
C3KE36	unreviewed	C3KE36_PSEFS	Exported protein	PFLU_0006	Pseudomonas fluorescens (strain SBW25)	318	
C3KE38	unreviewed	C3KE38_PSEFS	Phospholipid biosynthesis-related acyltransferase	PFLU_0008	Pseudomonas fluorescens (strain SBW25)	256	WP_012721457.1;
C3KE43	unreviewed	C3KE43_PSEFS	Lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.-)	htrB PFLU_0013	Pseudomonas fluorescens (strain SBW25)	295	WP_012721461.1;
C3KE44	unreviewed	C3KE44_PSEFS	TPR_REGION domain-containing protein	PFLU_0014	Pseudomonas fluorescens (strain SBW25)	103	WP_012721462.1;
C3KE45	unreviewed	C3KE45_PSEFS	Trk system potassium uptake protein TrkA	trkA PFLU_0015	Pseudomonas fluorescens (strain SBW25)	457	WP_012721463.1;
C3KE49	unreviewed	C3KE49_PSEFS	Exported protein	PFLU_0019	Pseudomonas fluorescens (strain SBW25)	263	WP_012721466.1;
C3KE50	unreviewed	C3KE50_PSEFS	Outer membrane protein	PFLU_0250	Pseudomonas fluorescens (strain SBW25)	451	
C3KE51	unreviewed	C3KE51_PSEFS	Oxidoreductase	PFLU_0251	Pseudomonas fluorescens (strain SBW25)	345	
C3KE52	unreviewed	C3KE52_PSEFS	Alpha-ketoglutarate-dependent taurine dioxygenase (EC 1.14.11.17)	tauD PFLU_0252	Pseudomonas fluorescens (strain SBW25)	278	WP_012721677.1;
C3KE53	unreviewed	C3KE53_PSEFS	Taurine ABC transport system, permease protein	tauC PFLU_0253	Pseudomonas fluorescens (strain SBW25)	278	WP_012721678.1;
C3KE54	unreviewed	C3KE54_PSEFS	Taurine ABC transport system, ATP-binding protein (Taurine import ATP-binding protein TauB (EC))	tauB PFLU_0254	Pseudomonas fluorescens (strain SBW25)	259	WP_012721679.1;
C3KE55	unreviewed	C3KE55_PSEFS	Taurine ABC transport system, substrate-binding periplasmic protein	tauA PFLU_0255	Pseudomonas fluorescens (strain SBW25)	325	WP_012721680.1;
C3KE57	unreviewed	C3KE57_PSEFS	Thioesterase	PFLU_0257	Pseudomonas fluorescens (strain SBW25)	127	WP_012721682.1;
C3KE58	unreviewed	C3KE58_PSEFS	S1 RNA-binding domain protein	PFLU_0258	Pseudomonas fluorescens (strain SBW25)	774	WP_012721683.1;
C3KE62	unreviewed	C3KE62_PSEFS	Methyl-accepting chemotaxis protein	PFLU_0526	Pseudomonas fluorescens (strain SBW25)	644	WP_012721920.1;
C3KE63	unreviewed	C3KE63_PSEFS	Iron(III)-transport system permease protein	fbpB PFLU_0527	Pseudomonas fluorescens (strain SBW25)	521	WP_012721921.1;
C3KE64	unreviewed	C3KE64_PSEFS	Iron-binding periplasmic protein	PFLU_0528	Pseudomonas fluorescens (strain SBW25)	341	WP_012721922.1;
C3KE69	unreviewed	C3KE69_PSEFS	Membrane protein	PFLU_0535	Pseudomonas fluorescens (strain SBW25)	297	WP_012721925.1;
C3KE73	unreviewed	C3KE73_PSEFS	NAD synthetase	PFLU_0539	Pseudomonas fluorescens (strain SBW25)	307	WP_012721928.1;
C3KE74	unreviewed	C3KE74_PSEFS	Membrane protein	PFLU_0540	Pseudomonas fluorescens (strain SBW25)	149	WP_012721929.1;
C3KE75	unreviewed	C3KE75_PSEFS	TGc domain-containing protein	PFLU_0541	Pseudomonas fluorescens (strain SBW25)	1096	WP_012721930.1;
C3KE76	unreviewed	C3KE76_PSEFS	Alpha-E domain-containing protein	PFLU_0542	Pseudomonas fluorescens (strain SBW25)	828	WP_012721931.1;
C3KE77	unreviewed	C3KE77_PSEFS	TGc domain-containing protein	PFLU_0543	Pseudomonas fluorescens (strain SBW25)	297	
C3KE81	unreviewed	C3KE81_PSEFS	LysR-family regulatory protein	PFLU_0548	Pseudomonas fluorescens (strain SBW25)	296	WP_012721935.1;
C3KE87	unreviewed	C3KE87_PSEFS	NADH dehydrogenase II	ndh PFLU_0783	Pseudomonas fluorescens (strain SBW25)	432	WP_012722153.1;
